PWSID,ZIPCODE
FL2620208,32347
FL3050057,32949
FL3050057,32976
FL3050223,32709
FL3050223,32922
FL3050442,32905
FL3050442,32907
FL3050442,32908
FL3050442,32909
FL3050834,32754
FL3050834,32796
FL3051367,32780
FL3051367,32796
FL3051447,32901
FL3051447,32903
FL3051447,32904
FL3051447,32934
FL3051447,32935
FL3051447,32937
FL3051447,32940
FL3051447,32951
FL3051460,32904
FL3054024,32899
FL3054024,32953
FL3054128,32925
FL3054140,32920
FL3310206,32960
FL3310206,32963
FL3310206,32966
FL3314052,32948
FL3314052,32958
FL3314052,32960
FL3314052,32962
FL3314052,32963
FL3314052,32966
FL3314052,32967
FL3314052,32968
FL3314280,32948
FL3350215,34711
FL3350346,32726
FL3350427,34731
FL3350476,34736
FL3350745,34748
FL3350812,34753
FL3350836,34755
FL3350858,32757
FL3350942,32159
FL3350977,32159
FL3351333,32778
FL3351402,32784
FL3351566,34748
FL3351566,34788
FL3354650,34748
FL3354779,34711
FL3354781,32159
FL3354881,34714
FL3354883,34711
FL3354916,34714
FL3420074,34420
FL3420922,34470
FL3420922,34471
FL3420922,34474
FL3420922,34475
FL3420922,34479
FL3420922,34480
FL3420922,34481
FL3420922,34482
FL3420922,34488
FL3424651,34470
FL3424651,34471
FL3424651,34472
FL3424651,34475
FL3424651,34476
FL3424651,34479
FL3424651,34480
FL3424663,34471
FL3424897,34472
FL3424897,34474
FL3424897,34478
FL3424897,34491
FL3480149,32833
FL3480200,32703
FL3480200,32704
FL3480200,32712
FL3480200,32798
FL3480203,32751
FL3480204,34761
FL3480409,32816
FL3480913,34760
FL3480962,32789
FL3480962,32792
FL3480962,32801
FL3480962,32803
FL3480962,32804
FL3480962,32805
FL3480962,32806
FL3480962,32807
FL3480962,32808
FL3480962,32809
FL3480962,32810
FL3480962,32811
FL3480962,32812
FL3480962,32814
FL3480962,32817
FL3480962,32818
FL3480962,32819
FL3480962,32821
FL3480962,32822
FL3480962,32824
FL3480962,32827
FL3480962,32832
FL3480962,32835
FL3480962,32836
FL3480962,32837
FL3480962,32839
FL3480962,34743
FL3480962,34744
FL3480962,34771
FL3480962,34786
FL3481199,32818
FL3481326,32824
FL3481481,34787
FL3481482,32751
FL3481482,32789
FL3481482,32792
FL3481482,32804
FL3481482,32807
FL3481482,32810
FL3481482,32817
FL3481546,32703
FL3481546,32712
FL3481546,32751
FL3481546,32808
FL3481546,32810
FL3481546,32818
FL3481546,32819
FL3481546,32830
FL3481546,32835
FL3481546,32836
FL3481546,34734
FL3481546,34747
FL3481546,34761
FL3481546,34786
FL3481546,34787
FL3484093,32830
FL3484119,32819
FL3484119,32821
FL3484119,32824
FL3484119,32830
FL3484119,32836
FL3484119,32837
FL3484119,34786
FL3484132,32709
FL3484132,32792
FL3484132,32806
FL3484132,32807
FL3484132,32809
FL3484132,32812
FL3484132,32816
FL3484132,32817
FL3484132,32820
FL3484132,32822
FL3484132,32825
FL3484132,32826
FL3484132,32827
FL3484132,32828
FL3484132,32829
FL3484132,32831
FL3484132,32832
FL3484132,32833
FL3484132,32834
FL3484264,32826
FL3490184,34743
FL3490751,34741
FL3490751,34743
FL3490751,34744
FL3490751,34746
FL3490751,34747
FL3490751,34758
FL3491011,33896
FL3491011,34714
FL3491011,34746
FL3491011,34747
FL3491011,34787
FL3491373,34739
FL3491373,34741
FL3491373,34744
FL3491373,34769
FL3491373,34771
FL3491373,34772
FL3494428,34747
FL3494429,34746
FL3494429,34758
FL3494429,34759
FL3531744,33844
FL3531744,33853
FL3531744,33859
FL3531744,33898
FL3590026,32701
FL3590026,32703
FL3590026,32707
FL3590026,32714
FL3590026,32730
FL3590026,32750
FL3590026,32751
FL3590026,32779
FL3590026,32810
FL3590159,32707
FL3590159,32792
FL3590186,32766
FL3590201,32746
FL3590202,32750
FL3590205,32771
FL3590205,32772
FL3590205,32773
FL3590473,32746
FL3590473,32750
FL3590473,32771
FL3590571,32701
FL3590571,32707
FL3590571,32708
FL3590571,32730
FL3590571,32751
FL3590571,32765
FL3590571,32771
FL3590571,32792
FL3590785,32714
FL3590785,32779
FL3590879,32708
FL3590970,32765
FL3591121,32750
FL3591121,32779
FL3591451,32714
FL3594107,32746
FL3594107,32771
FL3594107,32779
FL3594214,32746
FL3600007,32163
FL3600009,32163
FL3600009,34785
FL3640275,32114
FL3640275,32117
FL3640275,32118
FL3640275,32119
FL3640275,32124
FL3640275,32174
FL3640275,32176
FL3640286,32720
FL3640286,32724
FL3640287,32725
FL3640287,32738
FL3640287,32764
FL3640331,32132
FL3640331,32141
FL3640412,32124
FL3640557,32117
FL3640876,32168
FL3640876,32169
FL3640876,32170
FL3640946,32763
FL3640963,32174
FL3640963,32176
FL3641041,32127
FL3641044,32129
FL3641216,32119
FL3641336,32713
FL3641336,32763
FL3644123,32174
FL3644155,32725
FL3644155,32738
FL3644328,32725
FL3644329,32141
FL3644329,32759
FL4060162,33021
FL4060163,33064
FL4060165,33314
FL4060167,33319
FL4060253,33004
FL4060254,33441
FL4060254,33442
FL4060282,33026
FL4060282,33328
FL4060282,33330
FL4060290,33065
FL4060291,33071
FL4060344,33024
FL4060344,33312
FL4060344,33314
FL4060344,33317
FL4060344,33324
FL4060344,33328
FL4060344,33330
FL4060486,33301
FL4060486,33304
FL4060486,33305
FL4060486,33306
FL4060486,33308
FL4060486,33309
FL4060486,33311
FL4060486,33312
FL4060486,33315
FL4060486,33316
FL4060486,33334
FL4060573,33009
FL4060642,33004
FL4060642,33019
FL4060642,33020
FL4060642,33021
FL4060642,33022
FL4060642,33023
FL4060642,33024
FL4060642,33312
FL4060787,33311
FL4060787,33313
FL4060787,33319
FL4060787,33351
FL4060845,33063
FL4060925,33023
FL4060925,33025
FL4060925,33027
FL4060925,33029
FL4060976,33068
FL4060989,33309
FL4060989,33311
FL4060989,33334
FL4061083,33024
FL4061083,33026
FL4061121,33313
FL4061121,33317
FL4061121,33322
FL4061121,33323
FL4061121,33324
FL4061121,33325
FL4061121,33388
FL4061127,33326
FL4061127,33327
FL4061127,33331
FL4061127,33332
FL4061129,33062
FL4061129,33064
FL4061129,33069
FL4061129,33308
FL4061408,33014
FL4061408,33018
FL4061408,33024
FL4061408,33026
FL4061408,33028
FL4061408,33122
FL4061408,33308
FL4061408,33310
FL4061408,33312
FL4061408,33313
FL4061408,33314
FL4061408,33316
FL4061408,33317
FL4061408,33320
FL4061408,33322
FL4061408,33323
FL4061408,33324
FL4061408,33325
FL4061408,33326
FL4061408,33327
FL4061408,33328
FL4061408,33329
FL4061408,33330
FL4061408,33331
FL4061408,33332
FL4061408,33334
FL4061408,33351
FL4061408,33496
FL4061410,33021
FL4061410,33022
FL4061410,33023
FL4061410,33301
FL4061410,33309
FL4061410,33311
FL4061410,33312
FL4061410,33313
FL4061410,33314
FL4061410,33315
FL4061410,33316
FL4061410,33317
FL4061410,33319
FL4061410,33321
FL4061410,33322
FL4061410,33323
FL4061410,33324
FL4061410,33325
FL4061410,33326
FL4061410,33332
FL4061410,33334
FL4061410,33335
FL4061410,33339
FL4061410,33351
FL4061410,33432
FL4061429,33321
FL4061517,33065
FL4061574,33305
FL4061574,33306
FL4061574,33311
FL4061574,33334
FL4061584,33073
FL4061593,33309
FL4064326,33325
FL4064326,33330
FL4064326,33331
FL4064390,33067
FL4064390,33076
FL4130077,33181
FL4130089,33154
FL4130255,33034
FL4130604,33010
FL4130604,33012
FL4130604,33013
FL4130604,33014
FL4130604,33015
FL4130604,33016
FL4130604,33018
FL4130604,33142
FL4130604,33147
FL4130645,33030
FL4130645,33033
FL4130645,33034
FL4130645,33035
FL4130871,33031
FL4130871,33032
FL4130871,33033
FL4130871,33101
FL4130871,33109
FL4130871,33116
FL4130871,33122
FL4130871,33125
FL4130871,33126
FL4130871,33127
FL4130871,33128
FL4130871,33129
FL4130871,33130
FL4130871,33131
FL4130871,33132
FL4130871,33133
FL4130871,33134
FL4130871,33135
FL4130871,33136
FL4130871,33137
FL4130871,33138
FL4130871,33139
FL4130871,33140
FL4130871,33141
FL4130871,33142
FL4130871,33143
FL4130871,33144
FL4130871,33145
FL4130871,33146
FL4130871,33147
FL4130871,33149
FL4130871,33150
FL4130871,33151
FL4130871,33152
FL4130871,33153
FL4130871,33154
FL4130871,33155
FL4130871,33156
FL4130871,33157
FL4130871,33158
FL4130871,33160
FL4130871,33161
FL4130871,33162
FL4130871,33165
FL4130871,33166
FL4130871,33167
FL4130871,33168
FL4130871,33169
FL4130871,33170
FL4130871,33172
FL4130871,33173
FL4130871,33174
FL4130871,33175
FL4130871,33176
FL4130871,33177
FL4130871,33178
FL4130871,33179
FL4130871,33180
FL4130871,33181
FL4130871,33182
FL4130871,33183
FL4130871,33184
FL4130871,33185
FL4130871,33186
FL4130871,33187
FL4130871,33189
FL4130871,33190
FL4130871,33192
FL4130871,33193
FL4130871,33194
FL4130871,33196
FL4130871,33197
FL4130871,33283
FL4130901,33139
FL4130901,33140
FL4130901,33141
FL4130970,33141
FL4130977,33160
FL4130977,33161
FL4130977,33167
FL4130977,33168
FL4130977,33181
FL4131001,33054
FL4131001,33056
FL4131202,33010
FL4131202,33014
FL4131202,33015
FL4131202,33016
FL4131202,33018
FL4131202,33030
FL4131202,33031
FL4131202,33032
FL4131202,33033
FL4131202,33034
FL4131202,33035
FL4131202,33039
FL4131202,33054
FL4131202,33055
FL4131202,33056
FL4131424,33154
FL4131618,33054
FL4131618,33056
FL4131618,33154
FL4131618,33160
FL4131618,33161
FL4131618,33162
FL4131618,33167
FL4131618,33168
FL4131618,33169
FL4131618,33179
FL4131618,33180
FL4131618,33181
FL4134357,33001
FL4134357,33036
FL4134357,33037
FL4134357,33040
FL4134357,33041
FL4134357,33042
FL4134357,33043
FL4134357,33045
FL4134357,33050
FL4134357,33051
FL4134357,33052
FL4134357,33070
FL4134365,33016
FL4134365,33018
FL4134513,33122
FL4430259,34994
FL4430259,34997
FL4430624,33455
FL4430624,33475
FL4430667,34956
FL4431379,34956
FL4431891,34957
FL4431891,34990
FL4431891,34994
FL4431891,34996
FL4431891,34997
FL4470257,34972
FL4470257,34974
FL4500014,33414
FL4500068,33462
FL4500130,33431
FL4500130,33432
FL4500130,33433
FL4500130,33434
FL4500130,33486
FL4500130,33487
FL4500130,33496
FL4500145,33425
FL4500145,33426
FL4500145,33435
FL4500145,33436
FL4500145,33437
FL4500351,33444
FL4500351,33445
FL4500351,33483
FL4500351,33484
FL4500609,33487
FL4500773,33460
FL4500773,33461
FL4500773,33462
FL4500784,33462
FL4501058,33406
FL4501058,33415
FL4501058,33461
FL4501124,33403
FL4501124,33408
FL4501124,33410
FL4501124,33418
FL4501229,33404
FL4501438,33469
FL4501491,33408
FL4501491,33410
FL4501491,33418
FL4501491,33458
FL4501491,33469
FL4501491,33477
FL4501491,33478
FL4501528,33436
FL4501559,33401
FL4501559,33405
FL4501559,33406
FL4501559,33407
FL4501559,33409
FL4501559,33411
FL4501559,33412
FL4501559,33417
FL4501559,33480
FL4504393,33065
FL4504393,33137
FL4504393,33323
FL4504393,33401
FL4504393,33402
FL4504393,33403
FL4504393,33404
FL4504393,33405
FL4504393,33406
FL4504393,33407
FL4504393,33408
FL4504393,33409
FL4504393,33410
FL4504393,33411
FL4504393,33412
FL4504393,33413
FL4504393,33414
FL4504393,33415
FL4504393,33416
FL4504393,33417
FL4504393,33419
FL4504393,33420
FL4504393,33421
FL4504393,33422
FL4504393,33424
FL4504393,33425
FL4504393,33426
FL4504393,33427
FL4504393,33428
FL4504393,33431
FL4504393,33432
FL4504393,33433
FL4504393,33434
FL4504393,33435
FL4504393,33436
FL4504393,33437
FL4504393,33444
FL4504393,33445
FL4504393,33446
FL4504393,33449
FL4504393,33460
FL4504393,33461
FL4504393,33462
FL4504393,33463
FL4504393,33464
FL4504393,33466
FL4504393,33467
FL4504393,33469
FL4504393,33470
FL4504393,33471
FL4504393,33472
FL4504393,33473
FL4504393,33474
FL4504393,33478
FL4504393,33480
FL4504393,33483
FL4504393,33484
FL4504393,33486
FL4504393,33487
FL4504393,33496
FL4504393,33498
FL4504393,33646
FL4504393,33743
FL4504903,33470
FL4505005,33430
FL4505005,33438
FL4505005,33476
FL4505005,33493
FL4560490,34945
FL4560490,34946
FL4560490,34947
FL4560490,34948
FL4560490,34949
FL4560490,34950
FL4560490,34951
FL4560490,34952
FL4560490,34954
FL4560490,34957
FL4560490,34981
FL4560490,34982
FL4560490,34994
FL4560954,34945
FL4560954,34952
FL4560954,34953
FL4560954,34956
FL4560954,34957
FL4560954,34981
FL4560954,34982
FL4560954,34983
FL4560954,34984
FL4560954,34985
FL4560954,34986
FL4560954,34987
FL4560954,34988
FL4560971,34949
FL4565030,34986
FL4565031,34986
FL5084100,33917
FL5084100,33927
FL5084100,33938
FL5084100,33946
FL5084100,33947
FL5084100,33948
FL5084100,33949
FL5084100,33950
FL5084100,33951
FL5084100,33952
FL5084100,33953
FL5084100,33954
FL5084100,33955
FL5084100,33980
FL5084100,33981
FL5084100,33982
FL5084100,33983
FL5084100,34223
FL5084100,34224
FL5084100,34266
FL5084100,34269
FL5110118,34140
FL5110118,34145
FL5110142,34142
FL5110183,34114
FL5110183,34140
FL5110183,34145
FL5110198,34102
FL5110198,34103
FL5110198,34104
FL5110198,34105
FL5110198,34112
FL5114069,34104
FL5114069,34108
FL5114069,34109
FL5114069,34110
FL5114069,34112
FL5114069,34113
FL5114069,34114
FL5114069,34116
FL5114069,34119
FL5114069,34120
FL5114069,34134
FL5220192,33471
FL5260050,33935
FL5260050,33975
FL5260053,33440
FL5260226,33935
FL5260262,33440
FL5260262,33471
FL5260262,33493
FL5280266,33876
FL5360025,33928
FL5360025,33931
FL5360025,34110
FL5360025,34119
FL5360025,34133
FL5360025,34134
FL5360025,34135
FL5360102,33901
FL5360102,33902
FL5360102,33905
FL5360102,33906
FL5360102,33907
FL5360102,33908
FL5360102,33912
FL5360102,33913
FL5360102,33916
FL5360102,33919
FL5360146,33924
FL5360146,33957
FL5360172,33936
FL5360322,33922
FL5360322,33956
FL5360322,33991
FL5360325,33904
FL5360325,33909
FL5360325,33914
FL5360325,33990
FL5360325,33991
FL5360325,33993
FL5364048,33903
FL5364048,33905
FL5364048,33907
FL5364048,33908
FL5364048,33912
FL5364048,33913
FL5364048,33916
FL5364048,33917
FL5364048,33919
FL5364048,33920
FL5364048,33928
FL5364048,33931
FL5364048,33965
FL5364048,33966
FL5364048,33967
FL5364082,33920
FL5364143,33913
FL5364145,33931
FL6080044,33980
FL6080044,33983
FL6080051,33950
FL6080051,33982
FL6080104,33921
FL6080104,33946
FL6080318,33955
FL6090150,34465
FL6090312,34433
FL6090312,34434
FL6090312,34461
FL6090312,34465
FL6090317,34428
FL6090828,34446
FL6090828,34448
FL6090861,34452
FL6091322,34429
FL6091322,34448
FL6091735,34446
FL6091735,34448
FL6094948,34428
FL6094948,34429
FL6094948,34442
FL6094948,34445
FL6094948,34452
FL6094948,34453
FL6094948,34461
FL6094948,34465
FL6095050,34428
FL6140314,34266
FL6144856,33954
FL6144856,34266
FL6144856,34268
FL6144856,34269
FL6144898,34266
FL6144898,34269
FL6250329,33873
FL6272180,34601
FL6277059,34601
FL6277059,34604
FL6277059,34606
FL6277059,34607
FL6277059,34608
FL6277059,34609
FL6277059,34613
FL6277059,34614
FL6277060,33523
FL6277060,33597
FL6277060,34602
FL6280049,33825
FL6280223,33852
FL6280250,33870
FL6280250,33872
FL6280250,33875
FL6280250,33876
FL6280274,33872
FL6280286,33852
FL6290323,33563
FL6290323,33565
FL6290323,33566
FL6290327,33602
FL6290327,33603
FL6290327,33604
FL6290327,33605
FL6290327,33607
FL6290327,33609
FL6290327,33610
FL6290327,33611
FL6290327,33612
FL6290327,33613
FL6290327,33616
FL6290327,33619
FL6290327,33621
FL6290327,33629
FL6290327,33647
FL6290333,33578
FL6290333,33619
FL6290388,33548
FL6290388,33549
FL6290388,33556
FL6290388,33558
FL6290388,33612
FL6290388,33613
FL6290388,33617
FL6290388,33618
FL6290388,33624
FL6290388,33625
FL6290388,33626
FL6290787,33510
FL6290787,33511
FL6290787,33527
FL6290787,33534
FL6290787,33547
FL6290787,33567
FL6290787,33569
FL6290787,33570
FL6290787,33572
FL6290787,33575
FL6290787,33578
FL6290787,33579
FL6290787,33584
FL6290787,33594
FL6290787,33596
FL6290787,33598
FL6290787,33619
FL6291372,33647
FL6291791,33592
FL6291791,33617
FL6291791,33637
FL6291882,33620
FL6295469,33549
FL6296141,33567
FL6296193,33621
FL6296333,33527
FL6410182,34205
FL6410182,34208
FL6410182,34209
FL6410182,34210
FL6410322,34221
FL6411098,34228
FL6411132,34201
FL6411132,34202
FL6411132,34203
FL6411132,34204
FL6411132,34205
FL6411132,34206
FL6411132,34207
FL6411132,34208
FL6411132,34209
FL6411132,34210
FL6411132,34211
FL6411132,34212
FL6411132,34215
FL6411132,34216
FL6411132,34217
FL6411132,34218
FL6411132,34219
FL6411132,34220
FL6411132,34221
FL6411132,34222
FL6411132,34228
FL6411132,34243
FL6411132,34250
FL6411132,34264
FL6411132,34270
FL6411132,34280
FL6411132,34281
FL6411132,34282
FL6421144,34473
FL6421144,34478
FL6421144,34481
FL6424083,34431
FL6424619,34476
FL6424619,34481
FL6424652,34476
FL6510050,34690
FL6510050,34691
FL6510324,34668
FL6510424,33525
FL6511255,34652
FL6511255,34653
FL6511255,34654
FL6511255,34655
FL6511255,34668
FL6511311,34690
FL6511311,34691
FL6511361,33541
FL6511361,33543
FL6511361,33544
FL6511361,33576
FL6511361,34610
FL6511361,34638
FL6511361,34654
FL6511361,34655
FL6511361,34667
FL6511361,34690
FL6511361,34691
FL6512020,33525
FL6512020,33540
FL6512020,33541
FL6512020,33542
FL6512064,33559
FL6512064,34639
FL6512214,34652
FL6512214,34653
FL6512214,34654
FL6512214,34655
FL6512214,34656
FL6512226,34667
FL6514837,33543
FL6514846,34669
FL6520135,33756
FL6520336,33755
FL6520336,33759
FL6520336,33761
FL6520336,33763
FL6520336,33765
FL6520336,33767
FL6520486,34697
FL6520486,34698
FL6520705,33707
FL6520705,33711
FL6521405,33706
FL6521405,33708
FL6521405,33709
FL6521405,33715
FL6521405,33744
FL6521405,33756
FL6521405,33760
FL6521405,33761
FL6521405,33762
FL6521405,33763
FL6521405,33770
FL6521405,33771
FL6521405,33772
FL6521405,33773
FL6521405,33774
FL6521405,33776
FL6521405,33777
FL6521405,33778
FL6521405,33785
FL6521405,34677
FL6521405,34681
FL6521405,34683
FL6521405,34685
FL6521405,34688
FL6521405,34698
FL6521406,33781
FL6521406,33782
FL6521417,34677
FL6521576,34695
FL6521715,33701
FL6521715,33702
FL6521715,33703
FL6521715,33704
FL6521715,33705
FL6521715,33707
FL6521715,33708
FL6521715,33709
FL6521715,33710
FL6521715,33711
FL6521715,33712
FL6521715,33713
FL6521715,33714
FL6521715,33715
FL6521715,33716
FL6521715,33729
FL6521715,33730
FL6521715,33731
FL6521715,33732
FL6521715,33733
FL6521715,33734
FL6521715,33742
FL6521715,33743
FL6521715,33744
FL6521715,33747
FL6521784,34688
FL6521784,34689
FL6530090,33823
FL6530315,33830
FL6530320,33841
FL6530321,33850
FL6530399,33897
FL6530408,33859
FL6530431,33836
FL6530431,33837
FL6530485,33838
FL6530617,33837
FL6530617,33896
FL6530627,33843
FL6530852,33811
FL6530852,33812
FL6530852,33813
FL6530852,33830
FL6530852,33860
FL6531014,33801
FL6531014,33803
FL6531014,33805
FL6531014,33809
FL6531014,33810
FL6531014,33811
FL6531014,33812
FL6531014,33813
FL6531014,33815
FL6531237,33860
FL6531917,33880
